,Unnamed: 0,conversation id,turn,score distilbert,score roberta,distilbert_input_score,distilbert_output_score,roberta_input_score,roberta_output_score,distilbert_input_label,distilbert_output_label,roberta_input_label,roberta_output_label
141,141,14,1,"(0.0007220804691314697, 0.0008161365985870361)","(0.0054921048256642, 0.005180572821567798)",0.0007220804691314697,0.0008161365985870361,0.0054921048256642,0.005180572821567798,0,0,0,0
142,142,14,2,"(0.0005626380443572998, 0.0004471242427825928)","(0.00503077625562006, 0.00503094810763064)",0.0005626380443572998,0.0004471242427825928,0.00503077625562006,0.00503094810763064,0,0,0,0
143,143,14,3,"(0.0006195306777954102, 0.0003903508186340332)","(0.005656474321285879, 0.005065647654180584)",0.0006195306777954102,0.0003903508186340332,0.005656474321285879,0.005065647654180584,0,0,0,0
144,144,14,4,"(0.983195036649704, 0.0015675723552703857)","(0.9804066449171127, 0.11332377063636284)",0.983195036649704,0.0015675723552703857,0.9804066449171127,0.11332377063636284,1,0,1,0
145,145,14,5,"(0.829052209854126, 0.0006467103958129883)","(0.9545001377465138, 0.11285339706788881)",0.829052209854126,0.0006467103958129883,0.9545001377465138,0.11285339706788881,1,0,1,0
146,146,14,6,"(0.8057431876659393, 0.0017116963863372803)","(0.08561531192077639, 0.02022574120041674)",0.8057431876659393,0.0017116963863372803,0.08561531192077639,0.02022574120041674,1,0,0,0
147,147,14,7,"(0.0004201531410217285, 0.0003986060619354248)","(0.005076890449902579, 0.005054549528508427)",0.0004201531410217285,0.0003986060619354248,0.005076890449902579,0.005054549528508427,0,0,0,0
148,148,14,8,"(0.0005925893783569336, 0.00041806697845458984)","(0.005078005734867895, 0.005087050220576343)",0.0005925893783569336,0.00041806697845458984,0.005078005734867895,0.005087050220576343,0,0,0,0
149,149,14,9,"(0.0010366439819335938, 0.00044783949851989746)","(0.05250715450798352, 0.019282694838638138)",0.0010366439819335938,0.00044783949851989746,0.05250715450798352,0.019282694838638138,0,0,0,0
150,150,15,0,"(0.9714476764202118, 0.0007792413234710693)","(0.9431273265245589, 0.14641338362746847)",0.9714476764202118,0.0007792413234710693,0.9431273265245589,0.14641338362746847,1,0,1,0
151,151,15,1,"(0.8323043584823608, 0.012897461652755737)","(0.3328164037352611, 0.11334499796643205)",0.8323043584823608,0.012897461652755737,0.3328164037352611,0.11334499796643205,1,0,0,0
152,152,15,2,"(0.0006317794322967529, 0.00037607550621032715)","(0.005462592129785528, 0.005108974150303598)",0.0006317794322967529,0.00037607550621032715,0.005462592129785528,0.005108974150303598,0,0,0,0
153,153,15,3,"(0.0007215440273284912, 0.0003965795040130615)","(0.005804135947260504, 0.005773114976481987)",0.0007215440273284912,0.0003965795040130615,0.005804135947260504,0.005773114976481987,0,0,0,0
154,154,15,4,"(0.00041478872299194336, 0.00045800209045410156)","(0.005741929442845784, 0.005600980766837809)",0.00041478872299194336,0.00045800209045410156,0.005741929442845784,0.005600980766837809,0,0,0,0
155,155,15,5,"(0.0020751357078552246, 0.0004265904426574707)","(0.008338983554357087, 0.005654364009964386)",0.0020751357078552246,0.0004265904426574707,0.008338983554357087,0.005654364009964386,0,0,0,0
156,156,15,6,"(0.9734289348125458, 0.00444871187210083)","(0.9679716766302952, 0.07633963683965114)",0.9734289348125458,0.00444871187210083,0.9679716766302952,0.07633963683965114,1,0,1,0
157,157,15,7,"(0.1403123438358307, 0.0007700920104980469)","(0.12120118561259251, 0.00767472686846575)",0.1403123438358307,0.0007700920104980469,0.12120118561259251,0.00767472686846575,0,0,0,0
158,158,15,8,"(0.0005204081535339355, 0.0003991425037384033)","(0.03461465586274872, 0.005148640176297814)",0.0005204081535339355,0.0003991425037384033,0.03461465586274872,0.005148640176297814,0,0,0,0
159,159,15,9,"(0.0006134212017059326, 0.0004183053970336914)","(0.061401130966758005, 0.009338444995108011)",0.0006134212017059326,0.0004183053970336914,0.061401130966758005,0.009338444995108011,0,0,0,0
160,160,16,0,"(0.9818606376647949, 0.00046175718307495117)","(0.9767426228658933, 0.005318086653468032)",0.9818606376647949,0.00046175718307495117,0.9767426228658933,0.005318086653468032,1,0,1,0
161,161,16,1,"(0.0014927983283996582, 0.0014462769031524658)","(0.01833633169860572, 0.017493249013526453)",0.0014927983283996582,0.0014462769031524658,0.01833633169860572,0.017493249013526453,0,0,0,0
162,162,16,2,"(0.0018297433853149414, 0.0008894503116607666)","(0.0483645163233966, 0.015120286437958479)",0.0018297433853149414,0.0008894503116607666,0.0483645163233966,0.015120286437958479,0,0,0,0
163,163,16,3,"(0.976039320230484, 0.0005509257316589355)","(0.9692768984632807, 0.005341206139796556)",0.976039320230484,0.0005509257316589355,0.9692768984632807,0.005341206139796556,1,0,1,0
164,164,16,4,"(0.003452092409133911, 0.0006248950958251953)","(0.007563924724887963, 0.005120978214582457)",0.003452092409133911,0.0006248950958251953,0.007563924724887963,0.005120978214582457,0,0,0,0
165,165,16,5,"(0.000632554292678833, 0.00042319297790527344)","(0.006134207129094474, 0.005493381156918789)",0.000632554292678833,0.00042319297790527344,0.006134207129094474,0.005493381156918789,0,0,0,0
166,166,16,6,"(0.000551760196685791, 0.0005420446395874023)","(0.005667432624423534, 0.005801275021902421)",0.000551760196685791,0.0005420446395874023,0.005667432624423534,0.005801275021902421,0,0,0,0
167,167,16,7,"(0.002132922410964966, 0.0004710257053375244)","(0.006947495214374796, 0.006315971530565138)",0.002132922410964966,0.0004710257053375244,0.006947495214374796,0.006315971530565138,0,0,0,0
168,168,16,8,"(0.09000617265701294, 0.8299292027950287)","(0.006369878311898625, 0.014237917330420255)",0.09000617265701294,0.8299292027950287,0.006369878311898625,0.014237917330420255,0,1,0,0
169,169,16,9,"(0.0008535683155059814, 0.0004800260066986084)","(0.009588055984340186, 0.004938383637366093)",0.0008535683155059814,0.0004800260066986084,0.009588055984340186,0.004938383637366093,0,0,0,0
170,170,17,0,"(0.00480315089225769, 0.0005162954330444336)","(0.021990968337055553, 0.007942824597090885)",0.00480315089225769,0.0005162954330444336,0.021990968337055553,0.007942824597090885,0,0,0,0
171,171,17,1,"(0.9745733141899109, 0.17324569821357727)","(0.9605378554261668, 0.9099260407251017)",0.9745733141899109,0.17324569821357727,0.9605378554261668,0.9099260407251017,1,0,1,1
172,172,17,2,"(0.7681916952133179, 0.03850710391998291)","(0.3768841470380494, 0.950494802661642)",0.7681916952133179,0.03850710391998291,0.3768841470380494,0.950494802661642,1,0,0,1
173,173,17,3,"(0.00126725435256958, 0.0004700124263763428)","(0.019523971336079082, 0.007216446648058569)",0.00126725435256958,0.0004700124263763428,0.019523971336079082,0.007216446648058569,0,0,0,0
174,174,17,4,"(0.018283843994140625, 0.0005035698413848877)","(0.8752893573288161, 0.03066471594183066)",0.018283843994140625,0.0005035698413848877,0.8752893573288161,0.03066471594183066,0,0,1,0
175,175,17,5,"(0.0007399022579193115, 0.0004315674304962158)","(0.005438542567506524, 0.012381731968783555)",0.0007399022579193115,0.0004315674304962158,0.005438542567506524,0.012381731968783555,0,0,0,0
176,176,17,6,"(0.0006697177886962891, 0.0003777146339416504)","(0.005053794210071753, 0.005253373926883218)",0.0006697177886962891,0.0003777146339416504,0.005053794210071753,0.005253373926883218,0,0,0,0
177,177,17,7,"(0.0011975765228271484, 0.0011364519596099854)","(0.0811383725771794, 0.07205705914590539)",0.0011975765228271484,0.0011364519596099854,0.0811383725771794,0.07205705914590539,0,0,0,0
178,178,17,8,"(0.000532299280166626, 0.00041812658309936523)","(0.041648010448922974, 0.00587191768903001)",0.000532299280166626,0.00041812658309936523,0.041648010448922974,0.00587191768903001,0,0,0,0
179,179,17,9,"(0.0030804574489593506, 0.0006280243396759033)","(0.2730039602539152, 0.02951552090884765)",0.0030804574489593506,0.0006280243396759033,0.2730039602539152,0.02951552090884765,0,0,0,0
180,180,18,0,"(0.09180507063865662, 0.0008146464824676514)","(0.3839941388005854, 0.005905680335412377)",0.09180507063865662,0.0008146464824676514,0.3839941388005854,0.005905680335412377,0,0,0,0
181,181,18,1,"(0.0011840462684631348, 0.00039908289909362793)","(0.019466343129511444, 0.005915001300550887)",0.0011840462684631348,0.00039908289909362793,0.019466343129511444,0.005915001300550887,0,0,0,0
182,182,18,2,"(0.0005488395690917969, 0.0004431307315826416)","(0.005079116444364026, 0.006279535882798367)",0.0005488395690917969,0.0004431307315826416,0.005079116444364026,0.006279535882798367,0,0,0,0
183,183,18,3,"(0.9719271063804626, 0.9690711796283722)","(0.31939270586022633, 0.7906777984108815)",0.9719271063804626,0.9690711796283722,0.31939270586022633,0.7906777984108815,1,1,0,1
184,184,18,4,"(0.9762803018093109, 0.0004974901676177979)","(0.9402318118484486, 0.005415682071602989)",0.9762803018093109,0.0004974901676177979,0.9402318118484486,0.005415682071602989,1,0,1,0
185,185,18,5,"(0.0016748607158660889, 0.0006479024887084961)","(0.07802990255371064, 0.08043511546992493)",0.0016748607158660889,0.0006479024887084961,0.07802990255371064,0.08043511546992493,0,0,0,0
186,186,18,6,"(0.027542173862457275, 0.0007533431053161621)","(0.07756617477069994, 0.0107723552334663)",0.027542173862457275,0.0007533431053161621,0.07756617477069994,0.0107723552334663,0,0,0,0
187,187,18,7,"(0.000751495361328125, 0.0004591941833496094)","(0.005146737878697, 0.00516163060150717)",0.000751495361328125,0.0004591941833496094,0.005146737878697,0.00516163060150717,0,0,0,0
188,188,18,8,"(0.9824111461639404, 0.0006008744239807129)","(0.9761694085353793, 0.010923017512714805)",0.9824111461639404,0.0006008744239807129,0.9761694085353793,0.010923017512714805,1,0,1,0
189,189,18,9,"(0.0019183754920959473, 0.0026209652423858643)","(0.9792245204215413, 0.011405250669741263)",0.0019183754920959473,0.0026209652423858643,0.9792245204215413,0.011405250669741263,0,0,1,0
190,190,19,0,"(0.03543657064437866, 0.023778855800628662)","(0.006307131356471665, 0.7285837086663286)",0.03543657064437866,0.023778855800628662,0.006307131356471665,0.7285837086663286,0,0,0,1
191,191,19,1,"(0.0018194615840911865, 0.04165354371070862)","(0.008751082244227791, 0.9407624908445628)",0.0018194615840911865,0.04165354371070862,0.008751082244227791,0.9407624908445628,0,0,0,1
192,192,19,2,"(0.0007428824901580811, 0.0008571445941925049)","(0.006004620281747629, 0.005129183864703994)",0.0007428824901580811,0.0008571445941925049,0.006004620281747629,0.005129183864703994,0,0,0,0
193,193,19,3,"(0.7986151278018951, 0.09144806861877441)","(0.8578845462591862, 0.34389784842601023)",0.7986151278018951,0.09144806861877441,0.8578845462591862,0.34389784842601023,1,0,1,0
194,194,19,4,"(0.009279310703277588, 0.00042945146560668945)","(0.15490270426813177, 0.0058390195158379565)",0.009279310703277588,0.00042945146560668945,0.15490270426813177,0.0058390195158379565,0,0,0,0
195,195,19,5,"(0.0011325478553771973, 0.0005569159984588623)","(0.005591115163849831, 0.005206544249137292)",0.0011325478553771973,0.0005569159984588623,0.005591115163849831,0.005206544249137292,0,0,0,0
196,196,19,6,"(0.9737066030502319, 0.009178012609481812)","(0.8708974239515543, 0.08879266510393616)",0.9737066030502319,0.009178012609481812,0.8708974239515543,0.08879266510393616,1,0,1,0
197,197,19,7,"(0.014774352312088013, 0.006740361452102661)","(0.23109720301981035, 0.15055203726224153)",0.014774352312088013,0.006740361452102661,0.23109720301981035,0.15055203726224153,0,0,0,0
198,198,19,8,"(0.0006483793258666992, 0.00048089027404785156)","(0.005321497992808083, 0.005138496977861443)",0.0006483793258666992,0.00048089027404785156,0.005321497992808083,0.005138496977861443,0,0,0,0
199,199,19,9,"(0.9747889935970306, 0.0009876489639282227)","(0.9675242345278463, 0.8630050681132061)",0.9747889935970306,0.0009876489639282227,0.9675242345278463,0.8630050681132061,1,0,1,1
